pair_id,repo,security_event_id,label,kind,log_loc,log_size_bytes,directory_depth,log_prior_touches_total,log_prior_touches_365d,log_total_churn,log_churn_365d,file_age_days,cyclomatic_density,halstead_volume,composite_score
125,sqlite,CVE-2025-29088,1,security,8.403352374992478,12.022059659075241,1.0,7.05444965813294,2.8903717578961645,10.012655809536781,5.327876168789581,9029.993622685186,0.10266756332660838,0.1815383295813538,0.30100000990168296
125,sqlite,CVE-2025-29088,0,bugfix,8.920789888464375,12.59629551195849,1.0,6.763884908562435,3.4965075614664802,10.793064630891859,6.778784897685177,8965.896030092592,0.156312625250501,0.21699250014423122,0.3161837208968622
126,zlib,CVE-2014-9485,1,security,6.302618975744905,9.780585185434793,2.0,3.1354942159291497,1.9459101490553132,8.708804795117285,4.31748811353631,4512.6999189814815,0.20733944954128442,0.0,0.3313093217730743
126,zlib,CVE-2014-9485,0,bugfix,6.324358962381311,9.805157818462918,2.0,3.1780538303479458,2.0794415416798357,8.711113884053544,4.48863636973214,4518.4160763888885,0.21364452423698385,0.0,0.33186234910029266
127,zlib,CVE-2016-9840,1,security,5.517452896464707,9.47523988153072,0.0,4.276666119016055,0.0,7.68937110752969,0.0,1839.0411921296297,0.17338709677419356,0.0,0.35354588552163196
127,zlib,CVE-2016-9840,0,bugfix,5.5093883366279774,9.473396704601559,0.0,4.290459441148391,0.6931471805599453,7.697575346802343,2.9444389791664403,1861.6206828703703,0.17479674796747968,0.0,0.3539019254141005
128,zlib,CVE-2016-9841,1,security,5.752572638825633,9.507180382212729,0.0,3.332204510175204,0.0,7.02197642307216,0.0,1838.9992824074075,0.14012738853503184,0.0,0.3118377655098394
128,zlib,CVE-2016-9841,0,bugfix,6.144185634125646,9.651751606857816,0.0,3.332204510175204,3.332204510175204,6.786716950605081,6.786716950605081,190.62373842592592,0.24086021505376345,0.0,0.33794709742614853
129,zlib,CVE-2016-9842,1,security,7.229113877793302,10.893901970726251,0.0,3.9318256327243257,1.3862943611198906,8.101677747454572,2.6390573296152584,1456.7981944444443,0.2227866473149492,0.021431912080076644,0.3084188853455005
129,zlib,CVE-2016-9842,0,bugfix,6.833031732786201,10.666999995756637,0.0,3.9318256327243257,1.6094379124341003,7.732369222284388,3.367295829986474,4041.5456828703705,0.13592233009708737,0.00714623625566233,0.2871757212720527
130,zlib,CVE-2016-9843,1,security,5.805134968916488,9.486076373409563,0.0,3.4339872044851463,0.0,7.142036574706803,0.0,1845.9250810185185,0.13897280966767372,0.0,0.3084802044083934
130,zlib,CVE-2016-9843,0,bugfix,6.206575926724928,9.69738546707677,0.0,3.4339872044851463,3.4339872044851463,6.828712071641684,6.828712071641684,255.96145833333333,0.24242424242424243,0.0,0.33710146785365724
131,zlib,CVE-2018-25032,1,security,7.488852955733459,11.282064712511612,0.0,4.762173934797756,0.6931471805599453,8.545002892055505,1.6094379124341003,2413.8824074074073,0.22495803021824287,0.05660540381710923,0.3009364777921841
131,zlib,CVE-2018-25032,0,bugfix,7.487733761436444,11.281333828865991,0.0,4.7535901911063645,3.258096538021482,8.544224530467268,6.748759547491679,2224.938090277778,0.2246498599439776,0.05660540381710923,0.30093063008682125
132,zlib,CVE-2018-25032,1,security,5.488937726156687,9.484253080341965,0.0,3.6635616461296463,0.0,6.396929655216146,0.0,2413.8824074074073,0.016597510373443983,0.0,0.3248430701447709
132,zlib,CVE-2018-25032,0,bugfix,5.58724865840025,9.546669741249485,0.0,3.784189633918261,1.0986122886681098,6.519147287940395,3.871201010907891,4509.037488425926,0.015037593984962405,0.0,0.31751178886611986
133,zlib,CVE-2018-25032,1,security,6.852242569051878,10.686978052993675,0.0,3.828641396489095,1.0986122886681098,7.697575346802343,1.791759469228055,2413.8824074074073,0.13862433862433862,0.010852445677816824,0.28929568675999917
133,zlib,CVE-2018-25032,0,bugfix,6.20455776256869,10.029326937375275,0.0,3.912023005428146,2.1972245773362196,7.532088143541722,5.723585101952381,5231.608506944444,0.29959514170040485,0.0,0.3496731267660002
134,zlib,CVE-2022-37434,1,security,7.259819610363186,10.93253537781833,0.0,4.189654742026425,1.0986122886681098,8.153349757998892,3.258096538021482,3976.723275462963,0.21956368754398312,0.023361967675970163,0.3061377316485175
134,zlib,CVE-2022-37434,0,bugfix,7.388327859577107,11.17734083431027,0.0,4.465908118654584,1.0986122886681098,8.355144739461839,2.1972245773362196,1418.025949074074,0.2301980198019802,0.05038257379957507,0.30171396997448496
