pair_id,repo,security_event_id,security_commit,security_file,security_suffix,security_subsystem_key,security_loc,security_size_bytes,security_directory_depth,security_prior_touches_total,security_prior_touches_365d,security_total_churn,security_churn_365d,security_file_age_days,security_composite,security_ci_gzip,security_entropy,security_cc_density,security_halstead,bugfix_commit,bugfix_subject,bugfix_file,bugfix_suffix,bugfix_subsystem_key,bugfix_loc,bugfix_size_bytes,bugfix_directory_depth,bugfix_prior_touches_total,bugfix_prior_touches_365d,bugfix_total_churn,bugfix_churn_365d,bugfix_file_age_days,bugfix_composite,bugfix_ci_gzip,bugfix_entropy,bugfix_cc_density,bugfix_halstead,distance,delta_composite,delta_ci_gzip,delta_entropy,delta_cc_density,delta_halstead
10,libxml2,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,entities.c,.c,<root>,870.0,25633.0,0.0,86.0,0.0,5916.0,0.0,3660.558738425926,0.28895357477053923,0.20329263059337574,0.7176559175777115,0.16206896551724137,0.0,f0a703dac85ad9398f208d3237ca19c483368834,dict: Fix null-deref with empty subdict,dict.c,.c,<root>,777.0,22346.0,0.0,76.0,18.0,3910.0,1836.0,7348.118159722222,0.2966409752494254,0.25064888570661414,0.7228506448383699,0.12226512226512226,0.0,0.2350181494750112,-0.007687400478886164,-0.047356255113238405,-0.005194727260658394,0.03980384325211911,0.0
11,libxml2,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,include/libxml/entities.h,.h,include/libxml,120.0,4409.0,2.0,42.0,0.0,682.0,0.0,3679.9030208333334,0.30742314482578226,0.30006804264005443,0.7977711307509253,0.008333333333333333,0.0,c537ccf0aea640e625abce653d5890afc934b340,Fixed compilation error on GCC versions prior to 4.5,include/libxml/xmlexports.h,.h,include/libxml,72.0,2205.0,2.0,35.0,6.0,680.0,88.0,8067.009363425926,0.369575178432039,0.36054421768707484,0.8221631475905902,0.1388888888888889,0.0,0.6830122816858029,-0.06215203360625676,-0.06047617504702041,-0.024392016839664854,-0.13055555555555556,0.0
12,libxml2,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,include/libxml/parser.h,.h,include/libxml,1071.0,38616.0,2.0,125.0,1.0,3731.0,3.0,3660.558738425926,0.26303519288915783,0.22376735032111042,0.6946966625043894,0.0009337068160597573,0.09008668079807478,0a890066aefe4f28af086a77bd5de000ecc1ac74,Fix initGenericErrorDefaultFunc(NULL),include/libxml/xmlerror.h,.h,include/libxml,930.0,37535.0,2.0,133.0,4.0,2930.0,46.0,9861.532881944444,0.2130703116852823,0.22165978420141202,0.4574345826166182,0.002150537634408602,0.1805743872151618,0.2025799573531133,0.049964881203875544,0.0021075661196983952,0.23726207988777126,-0.0012168308183488448,-0.09048770641708703
13,libxml2,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,parser.c,.c,<root>,12865.0,395758.0,0.0,495.0,22.0,66040.0,1382.0,3660.558738425926,0.2932087935754918,0.18957797441871044,0.602581923391461,0.21274776525456665,0.20901124196642887,85bc313e7996c06d52b6f6f5c6a467ff3a148e75,malloc-fail: Fix memory leak after calling valuePush,xpath.c,.c,<root>,13118.0,410912.0,0.0,495.0,30.0,51390.0,430.0,8618.078032407408,0.2928172643935818,0.17990713340082548,0.6066680302232335,0.21100777557554506,0.21636496760158241,0.01947338811008592,0.00039152918190998864,0.009670841017884957,-0.0040861068317724625,0.0017399896790215863,-0.007353725635153546
14,libxml2,CVE-2008-3281,4bf899bf1b719d692be407b89f6610103f13bd5d,parserInternals.c,.c,<root>,1796.0,60785.0,0.0,124.0,2.0,15506.0,19.0,2895.1262384259257,0.28625585100140466,0.2034218968495517,0.6545859346773772,0.18485523385300667,0.05584207132686636,8c5e54d5bd042e7ac7ffd257f724477c332c535b,Fix C14N type confusion,c14n.c,.c,<root>,1803.0,68558.0,0.0,69.0,11.0,6983.0,500.0,8681.757743055556,0.2886864395700677,0.19208553341696083,0.7045704998185285,0.1808097615085968,0.02240016741981048,0.5837063090919514,-0.002430588568663017,0.011336363432590868,-0.04998456514115124,0.004045472344409884,0.033441903907055884
15,libxml2,CVE-2008-4225,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,SAX2.c,.c,<root>,2566.0,81461.0,0.0,180.0,4.0,10141.0,16.0,3749.5134953703705,0.2736896727223384,0.18707111378451038,0.6631040095781269,0.142244738893219,0.06474584264549196,cdfb54ff7ba3e881afbef10f90a56beaf3063034,Fix typos,encoding.c,.c,<root>,2337.0,75535.0,0.0,214.0,34.0,19441.0,4971.0,9601.707395833333,0.2712459542171819,0.1849208975971404,0.6653437549465852,0.14249037227214378,0.05235619560570122,0.2655830357009634,0.0024437185051565113,0.002150216187369991,-0.002239745368458279,-0.00024563337892477555,0.012389647039790744
16,libxml2,CVE-2008-4225,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,parser.c,.c,<root>,13069.0,400849.0,0.0,506.0,33.0,68028.0,3370.0,3749.5134953703705,0.29328914511984844,0.18953770621855112,0.6018554621282491,0.21302318463539674,0.21072170755913824,44947afba0ded433c6f4ffc10ee646c4b267f2b7,malloc-fail: Fix null deref after xmlPointerListAddSize,xpath.c,.c,<root>,13132.0,411112.0,0.0,506.0,40.0,51535.0,573.0,8628.078715277778,0.292541092172838,0.17935501761077274,0.6068839724033773,0.2105543710021322,0.2161131882984307,0.004808618966890776,0.0007480529470104136,0.010182688607778378,-0.005028510275128184,0.0024688136332645383,-0.005391480739292465
17,libxml2,CVE-2008-4225,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,tree.c,.c,<root>,8543.0,248133.0,0.0,391.0,9.0,38525.0,791.0,3749.5134953703705,0.2938223508952583,0.18079014077127992,0.620185233984475,0.2503804284209294,0.12431739834729516,b45927095e0c857b68a96466e3075d60a6a5dd9e,malloc-fail: Fix memory leak in xmlStringGetNodeList,tree.c,.c,<root>,9061.0,268290.0,0.0,490.0,32.0,40202.0,461.0,8847.488182870371,0.2963161320019101,0.1815609974281561,0.6184226074447594,0.25571129014457566,0.13465137331656346,0.2840428520311651,-0.0024937811066517712,-0.0007708566568761788,0.001762626539715595,-0.005330861723646274,-0.0103339749692683
18,libxml2,CVE-2008-4226,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,SAX2.c,.c,<root>,2566.0,81461.0,0.0,180.0,4.0,10141.0,16.0,3749.5134953703705,0.2736896727223384,0.18707111378451038,0.6631040095781269,0.142244738893219,0.06474584264549196,fc72e0833a4e5724aef604e2fd9adb1014cb4844,Fix compilation with uclibc,encoding.c,.c,<root>,3392.0,137170.0,0.0,185.0,6.0,14592.0,179.0,9559.293229166668,0.24897099509939563,0.14419333673543777,0.623281919345937,0.15035377358490565,0.07279204545631987,0.30622622636046604,0.024718677622942775,0.04287777704907261,0.039822090232189855,-0.00810903469168664,-0.008046202810827907
19,libxml2,CVE-2008-4226,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,parser.c,.c,<root>,13069.0,400849.0,0.0,506.0,33.0,68028.0,3370.0,3749.5134953703705,0.29328914511984844,0.18953770621855112,0.6018554621282491,0.21302318463539674,0.21072170755913824,6f9604f0e3e52e96881ab3b662f35fbe04cd49ac,malloc-fail: Fix memory leak in xmlXPathCacheNewNodeSet,xpath.c,.c,<root>,13129.0,411065.0,0.0,507.0,41.0,51575.0,613.0,8628.078900462962,0.2925766968261382,0.17943147677374624,0.6069125062054708,0.21052631578947367,0.21623913287569058,0.006550604665871873,0.000712448293710255,0.010106229444804882,-0.0050570440772216285,0.002496868845923067,-0.005517425316552332
20,libxml2,CVE-2008-4226,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,tree.c,.c,<root>,8543.0,248133.0,0.0,391.0,9.0,38525.0,791.0,3749.5134953703705,0.2938223508952583,0.18079014077127992,0.620185233984475,0.2503804284209294,0.12431739834729516,bc7740b3c30e1517dcf53a084766c74d25db222f,malloc-fail: Fix memory leak in xmlCopyPropList,tree.c,.c,<root>,9041.0,267718.0,0.0,494.0,33.0,40321.0,541.0,8954.525659722221,0.29639238809490803,0.18195265167078792,0.618702287780209,0.2545072447738082,0.1357552004618084,0.2899470294328035,-0.0025700371996497107,-0.0011625108995080013,0.0014829462042660335,-0.004126816352878815,-0.01143780211451323
21,libxml2,CVE-2009-2414,489f9671e71cc44a97b23111b3126ac8a1e21a59,parser.c,.c,<root>,13122.0,402962.0,0.0,517.0,22.0,68181.0,2141.0,4015.464988425926,0.29332902343240375,0.18976479171733315,0.601898595405682,0.2126962353299802,0.2112439506781552,bd6fa2c1d5c163ab94edaf2e62d18cdfee33f913,malloc-fail: Fix memory leak in xmlXPathRegisterNs,xpath.c,.c,<root>,13138.0,411341.0,0.0,512.0,41.0,51623.0,547.0,8638.297800925926,0.2926126482976609,0.17951043051871804,0.6068228986190132,0.21061044298980058,0.21636496760158241,0.010917887834247963,0.0007163751347428193,0.010254361198615114,-0.004924303213331149,0.0020857923401796097,-0.005121016923427202
22,libxml2,CVE-2009-2416,489f9671e71cc44a97b23111b3126ac8a1e21a59,parser.c,.c,<root>,13122.0,402962.0,0.0,517.0,22.0,68181.0,2141.0,4015.464988425926,0.29332902343240375,0.18976479171733315,0.601898595405682,0.2126962353299802,0.2112439506781552,8583b9f1cdb966315b3caae328f5d9f2c8b65292,malloc-fail: Fix null deref in xmlXPathTranslateFunction,xpath.c,.c,<root>,12110.0,379249.0,0.0,522.0,36.0,54583.0,3275.0,8915.996273148148,0.2927680483347881,0.18215209532523488,0.6059573948527474,0.21742361684558217,0.2005624549193879,0.08985850718067656,0.0005609750976156569,0.007612696392098273,-0.004058799447065331,-0.0047273815156019805,0.010681495758767312
23,libxml2,CVE-2014-0191,dd8367da17c2948981a51e52c8a6beb445edf825,parser.c,.c,<root>,13955.0,434485.0,0.0,599.0,6.0,70309.0,39.0,5781.222731481482,0.2942781448101354,0.18859339217694512,0.5989423965167537,0.217484772482981,0.2184875342908283,afc7e3a7f41e2e29ac36d4d7cbd0c0755558fa5d,malloc-fail: Fix memory leak in xmlParseReference,parser.c,.c,<root>,13928.0,440370.0,0.0,766.0,41.0,74134.0,719.0,8847.479918981482,0.29472082324127485,0.18927265708381588,0.6014690554478804,0.21453187823090178,0.21947568544222484,0.24749367176974335,-0.0004426784311394316,-0.0006792649068707579,-0.0025266589311266907,0.00295289425207923,-0.0009881511513965546
24,libxml2,CVE-2014-3660,be2a7edaf289c5da74a4f9ed3a0b6c733e775230,parser.c,.c,<root>,14005.0,435857.0,0.0,608.0,15.0,70381.0,111.0,5908.097129629629,0.2941379008325233,0.18840583035261566,0.5987243673827283,0.2174223491610139,0.2184875342908283,49b54d7e2b0a3845d7affbf46be0fc0f1abf58f8,parser: Fix null deref in xmlStringDecodeEntitiesInt,parser.c,.c,<root>,13688.0,436125.0,0.0,812.0,87.0,76394.0,2979.0,8900.435370370371,0.29338065385591416,0.18915448552593866,0.6019707911778563,0.2087229690239626,0.2197216693110052,0.3118060604578634,0.0007572469766091161,-0.0007486551733230096,-0.0032464237951280728,0.008699380137051321,-0.001234135020176913
25,libxml2,CVE-2015-1819,213f1fe0d76d30eaed6e5853057defc43e6df2c9,buf.c,.c,<root>,1142.0,32834.0,0.0,10.0,1.0,1402.0,4.0,995.1370601851852,0.2870338086012455,0.21093987939331182,0.6968515974676182,0.1646234676007005,0.0,1aabc9db40dc5ec1f8f22c09e74c63dda53f7ed6,malloc-fail: Fix null deref in xmlBufResize,buf.c,.c,<root>,969.0,28114.0,0.0,32.0,13.0,1864.0,385.0,3837.1720949074074,0.2954532611404318,0.22977875791420643,0.705414579018997,0.16408668730650156,0.0,1.2627278809654912,-0.0084194525391863,-0.01883887852089461,-0.008562981551378801,0.0005367802941989575,0.0
26,libxml2,CVE-2015-1819,213f1fe0d76d30eaed6e5853057defc43e6df2c9,include/libxml/tree.h,.h,include/libxml,1147.0,38034.0,2.0,171.0,2.0,5254.0,78.0,6088.2513078703705,0.2609334635386723,0.20208234737340275,0.6919048131192059,0.036617262423714034,0.07004397181410926,5bd6b44d139758652a259ee8cead6d8c61692fe3,Fix initGenericErrorDefaultFunc(NULL),include/libxml/xmlerror.h,.h,include/libxml,975.0,39309.0,2.0,144.0,15.0,3285.0,401.0,9861.43837962963,0.2152285282936202,0.22147599786308478,0.4658098622808351,0.0020512820512820513,0.1805743872151618,0.3330747248592978,0.04570493524505209,-0.01939365048968203,0.22609495083837083,0.034565980372431984,-0.11053041540105255
27,libxml2,CVE-2015-1819,213f1fe0d76d30eaed6e5853057defc43e6df2c9,xmlreader.c,.c,<root>,5258.0,167404.0,0.0,163.0,2.0,9286.0,22.0,4508.811168981481,0.2577542545994595,0.16617882487873648,0.6148137914226409,0.14492202358311146,0.09628960053372601,fe7f835f32757632edff0052d74063e97229d2c4,Fix C4296 warning: Resolve comparison of unsigned int with 0,xmlschemastypes.c,.c,<root>,5518.0,182217.0,0.0,165.0,9.0,14595.0,1152.0,8345.774074074074,0.30651239661213797,0.1774203285094146,0.6376734709660439,0.2767306995288148,0.13987436919381935,0.0603771503825028,-0.048758142012678474,-0.011241503630678135,-0.022859679543402955,-0.13180867594570334,-0.04358476866009334
28,libxml2,CVE-2015-5312,69030714cde66d525a8884bda01b9e8f0abf8e1e,parser.c,.c,<root>,14071.0,438183.0,0.0,623.0,12.0,70515.0,86.0,6307.985034722222,0.29428815190639096,0.1888023953462366,0.5983494719041428,0.2179660294222159,0.21861142395416433,58d7a3b72516b1b16f5d72335112c9d661ede7d8,tree: Fix xmlTextMerge with NULL args,tree.c,.c,<root>,8641.0,254877.0,0.0,592.0,27.0,48008.0,857.0,9714.278252314814,0.2951633208274744,0.18812996072615418,0.6198337887565217,0.23955560698993172,0.13793783670712614,0.5385089392972171,-0.0008751689210834135,0.0006724346200824294,-0.02148431685237895,-0.021589577567715817,0.08067358724703819
29,libxml2,CVE-2015-7497,6360a31a84efe69d155ed96306b9a931a40beab9,dict.c,.c,<root>,1086.0,30413.0,0.0,39.0,0.0,1911.0,0.0,4476.60525462963,0.3034688663594779,0.21194883766810246,0.7107918514531726,0.21639042357274402,0.0,aef1ff4372e080f9287209a4cdc8d13a275fccaa,"string: Fix xmlStrncatNew(NULL, """")",xmlstring.c,.c,<root>,1016.0,30575.0,0.0,39.0,3.0,1558.0,210.0,7374.288136574074,0.2988337056763684,0.2356500408830744,0.6779933513869354,0.2047244094488189,0.0,0.06656449107264972,0.004635160683109485,-0.023701203214971933,0.03279850006623719,0.011666014123925122,0.0
30,libxml2,CVE-2015-7500,f1063fdbe7fa66332bbb76874101c2a7b51b519f,parser.c,.c,<root>,14100.0,438901.0,0.0,628.0,17.0,70605.0,176.0,6308.185462962963,0.2943366080330991,0.18894238108366124,0.598267402130835,0.21808510638297873,0.2187352073200497,3a95572408151b5dfd9049e8b13871a941e2a7f7,tree: Restore return value of xmlNodeListGetString with NULL list,tree.c,.c,<root>,8638.0,254852.0,0.0,591.0,93.0,47988.0,7632.0,9497.414131944444,0.29518227001373704,0.1881366440129958,0.6199608746502664,0.23952303774021763,0.13793783670712614,0.5505835032947815,-0.0008456619806379573,0.0008057370706654465,-0.021693472519431434,-0.0214379313572389,0.08079737061292355
31,libxml2,CVE-2015-8035,f0709e3ca8f8947f2d91ed34e92e38a4c23eae63,xzlib.c,.c,<root>,651.0,24032.0,0.0,8.0,0.0,1306.0,0.0,1375.7163541666666,0.3152597924243088,0.25719873501997337,0.7154477692910179,0.1966205837173579,0.0,b55ee729dea1122a1f2942b83f7f3b21116f873b,html: Regression test for #696,testparser.c,.c,<root>,236.0,7289.0,0.0,8.0,8.0,298.0,298.0,126.99820601851852,0.32032305490376145,0.2886541363698724,0.7845963238569459,0.09322033898305085,0.0,1.0119844207915216,-0.005063262479452657,-0.03145540134989905,-0.06914855456592794,0.10340024473430706,0.0
32,libxml2,CVE-2015-8242,8fb4a770075628d6441fb17a1e435100e2f3b1a2,HTMLparser.c,.c,<root>,6239.0,208694.0,0.0,279.0,2.0,25823.0,54.0,5981.684259259259,0.28125012360916013,0.20588517159094177,0.6123508723463142,0.13399583266549125,0.1938109326219239,577e2516d0ed3669c7e9879ba9f04214658bfd1b,valid: Check for NULL node->name in xmlSnprintfElements,valid.c,.c,<root>,6038.0,186946.0,0.0,311.0,35.0,27735.0,2572.0,9192.870925925927,0.29309252534229796,0.17852748922148642,0.6376813579457629,0.2312023848956608,0.12830883530240023,0.14095533169580587,-0.01184240173313783,0.02735768236945535,-0.025330485599448616,-0.09720655223016955,0.06550209731952367
33,libxml2,CVE-2016-3705,8f30bdff69edac9075f4663ce3b56b0c52d48ce6,parser.c,.c,<root>,14115.0,439549.0,0.0,632.0,19.0,70655.0,219.0,6491.9056712962965,0.29449745475559913,0.1890278444496518,0.598311842146518,0.21849096705632307,0.21885888457073488,8318b5a63465f5805cf3e9ebad794f4db40b5aae,parser: Fix NULL checks for output arguments,parser.c,.c,<root>,12197.0,390763.0,0.0,978.0,127.0,90302.0,12734.0,9432.395,0.2920912302713974,0.19294303708385901,0.6060613375551639,0.19029269492498155,0.22094533656289492,0.5820981223250934,0.0024062244842017466,-0.003915192634207226,-0.00774949540864589,0.028198272131341517,-0.0020864519921600377
34,libxml2,CVE-2016-4658,c1d1f7121194036608bf555f08d3062a36fd344b,xpointer.c,.c,<root>,2639.0,76912.0,0.0,70.0,3.0,10175.0,86.0,5845.095324074074,0.28752733034633265,0.2056116080715623,0.6618489445528596,0.19477074649488443,0.0366322214245816,6e1e22dc5f9f53fa8585b856662825d673938965,malloc-fail: Fix null-deref in xmlPatPushState,pattern.c,.c,<root>,2149.0,59154.0,0.0,61.0,9.0,4770.0,336.0,7550.468877314815,0.28375363182145874,0.21562362646651115,0.6752638569077271,0.16798510935318753,0.00821490413538708,0.3408565670148773,0.003773698524873914,-0.010012018394948835,-0.01341491235486747,0.026785637141696905,0.02841731728919452
35,libxml2,CVE-2016-5131,9ab01a277d71f54d3143c2cf333c5c2e9aaedd9e,xpath.c,.c,<root>,13733.0,428757.0,0.0,391.0,10.0,47899.0,48.0,6298.866539351852,0.29058326257340283,0.17715395900241862,0.6046265126224075,0.20672831864851088,0.21761731491074893,702f2e463c1a81fb664eb9b4db1b78292d451fb9,malloc-fail: Fix memory leak in xmlNewNodeEatName,tree.c,.c,<root>,8805.0,259404.0,0.0,544.0,47.0,43508.0,3154.0,9346.630011574074,0.2953289566349948,0.18343587608517986,0.61583164500854,0.2509937535491198,0.13509391815464317,0.7739651577377042,-0.004745694061591976,-0.00628191708276124,-0.011205132386132521,-0.04426543490060891,0.08252339675610576
36,libxml2,CVE-2016-5131,9ab01a277d71f54d3143c2cf333c5c2e9aaedd9e,xpointer.c,.c,<root>,2687.0,78344.0,0.0,68.0,1.0,10091.0,2.0,5845.095324074074,0.2862507149578755,0.20316807924027366,0.6623829897432574,0.19240788983997023,0.036194377373524135,a846719b9cd548d3e7e09475e3f33d8ef4101412,pattern: Fix memory leak xmlCompileStepPattern,pattern.c,.c,<root>,2275.0,62140.0,0.0,56.0,5.0,4616.0,189.0,7467.5124189814815,0.2826294804862414,0.21380753138075315,0.673089686064501,0.1665934065934066,0.011374216604918885,0.3574331431595281,0.003621234471634094,-0.010639452140479483,-0.010706696321243658,0.02581448324656363,0.02482016076860525
37,libxml2,CVE-2017-16931,e26630548e7d138d2c560844c43820b6767251e3,parser.c,.c,<root>,14117.0,441966.0,0.0,646.0,6.0,71183.0,430.0,6871.540717592593,0.2944175665522143,0.18879506568378562,0.5982508033142383,0.2181058298505348,0.21947568544222484,1a865567d4910a4d4a0ea476aadc15d3e8ec9d27,Remove redundant NULL check on cur,tree.c,.c,<root>,8567.0,253161.0,0.0,579.0,82.0,47827.0,7473.0,9381.398842592593,0.29550462696023977,0.1877184874447486,0.619734836827172,0.24185829345161666,0.13706874068072175,0.6087344367882688,-0.0010870604080254753,0.0010765782390370349,-0.02148403351293371,-0.023752463601081852,0.08240694476150309
