repo,security_commit,security_event_id,security_ground_truth_policy,bugfix_commit,n_pairs,mean_delta_composite,median_delta_composite,positive_share
php-src,c4cca4c20e75359c9a13a1f9a36cb7b4e9601d29,CVE-2016-7418,strict_nvd_event,fed948dbd48f247de8181a127835adf1ff725794,1,-0.014554027022839866,-0.014554027022839866,0.0
php-src,28a6ed9f9a36b9c517e4a8a429baf4dd382fc5d5,CVE-2016-3132,strict_nvd_event,99a14b805e4d4d0a39b0b81afc8602495f07f414,1,-0.01960323456944224,-0.01960323456944224,0.0
php-src,f6aef68089221c5ea047d4a74224ee3deead99a6,CVE-2016-5773,strict_nvd_event,4d7d01d18ea10257bcb2cd7e23ad5d39a7aecd6f,1,-0.020646038781590992,-0.020646038781590992,0.0
php-src,3b8d4de300854b3517c7acb239b84f7726c1353c,CVE-2016-3078,strict_nvd_event,9c082438f4cf922e0d56319ebf404314a074107b,1,-0.025982596837838434,-0.025982596837838434,0.0
php-src,97eff7eb57fc2320c267a949cffd622c38712484,CVE-2016-5093,strict_nvd_event,b7aeb0a69f94aeaa983c6dbba2c01b584fdfeabe,1,-0.02773863698019352,-0.02773863698019352,0.0
php-src,8763c6090d627d8bb0ee1d030c30e58f406be9ce,CVE-2016-7125,strict_nvd_event,cdcc0c2cd8d69d2b5b2e6892f9df8880ed0e2ac0,1,-0.028223577125498944,-0.028223577125498944,0.0
php-src,28022c9b1fd937436ab67bb3d61f652c108baf96,CVE-2016-7126,strict_nvd_event,26c0cbd93cb4f2501a9d07144c8b46ae5c91b9e6,1,-0.028721113523249964,-0.028721113523249964,0.0
php-src,b88393f08a558eec14964a55d3c680fe67407712,CVE-2016-7413,strict_nvd_event,b7fdfb71478f55d6ebf6c812c467ed260ad26d80,1,-0.028726692094759698,-0.028726692094759698,0.0
php-src,4cc0286f2f3780abc6084bcdae5dce595daa3c12,CVE-2017-5340,strict_nvd_event,2197a490f77d018be1517913a54d24029745682c,1,-0.028863464794634086,-0.028863464794634086,0.0
php-src,2938329ce19cb8c4197dec146c3ec887c6f61d01,CVE-2013-7226,strict_nvd_event,4bfaf549f670060d692978b74eb9027564544d65,1,-0.029681944789258285,-0.029681944789258285,0.0
php-src,2938329ce19cb8c4197dec146c3ec887c6f61d01,CVE-2014-2020,strict_nvd_event,03d2226f45460e9e059bd18097567aa12c11a755,1,-0.03018360019239158,-0.03018360019239158,0.0
php-src,523f230c831d7b33353203fa34aee4e92ac12bba,CVE-2018-7584,strict_nvd_event,53b0a9554549fb93ebcade34a72c6151dc02b8ee,1,-0.0303416611451377,-0.0303416611451377,0.0
php-src,61cdd1255d5b9c8453be71aacbbf682796ac77d4,CVE-2016-7480,strict_nvd_event,303752681052c582f4599a2aa7e367b71ee8ae77,1,-0.03435147148271506,-0.03435147148271506,0.0
php-src,7245bff300d3fa8bacbef7897ff080a6f1c23eba,CVE-2016-5770,strict_nvd_event,f88d247ce26f11b6efb4aa95e44b79892fc99593,1,-0.03460912147069117,-0.03460912147069117,0.0
php-src,b585a3aed7880a5fa5c18e2b838fc96f40e075bd,CVE-2015-0231,strict_nvd_event,ce534c612b4cd6bd8445c70d8d8ee794d1076b5f,1,-0.03563283820130364,-0.03563283820130364,0.0
