pair_id,repo,security_event_id,security_ground_truth_policy,commit,label,kind,file_path,suffix,loc,size_bytes,ci_gzip,shannon_entropy,cyclomatic_density,halstead_volume,composite_score,log_loc,log_size_bytes
19,libxml2,CVE-2008-3281,expanded_advisory_event,85bc313e7996c06d52b6f6f5c6a467ff3a148e75,0,bugfix,xpath.c,.c,13118.0,410912.0,0.17990713340082548,0.6066680302232335,0.21100777557554506,0.21636496760158241,0.2928172643935818,9.48181684008103,12.926136792239129
20,libxml2,CVE-2008-4225,expanded_advisory_event,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,1,security,SAX2.c,.c,2566.0,81461.0,0.18707111378451038,0.6631040095781269,0.142244738893219,0.06474584264549196,0.2736896727223384,7.8504931808711405,11.307891932828337
20,libxml2,CVE-2008-4225,expanded_advisory_event,ca6a8cf94672e6f3c48c08d6af2201599788fc17,0,bugfix,runtest.c,.c,4857.0,148045.0,0.17471039211050693,0.6296577504207825,0.11509162034177475,0.16474584264549197,0.26792478563817407,8.488382109562117,11.90527831526539
21,libxml2,CVE-2008-4226,expanded_advisory_event,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,1,security,SAX2.c,.c,2566.0,81461.0,0.18707111378451038,0.6631040095781269,0.142244738893219,0.06474584264549196,0.2736896727223384,7.8504931808711405,11.307891932828337
21,libxml2,CVE-2008-4226,expanded_advisory_event,fc72e0833a4e5724aef604e2fd9adb1014cb4844,0,bugfix,encoding.c,.c,3392.0,137170.0,0.14419333673543777,0.623281919345937,0.15035377358490565,0.07279204545631987,0.24897099509939563,8.129469764784231,11.82898360166969
22,libxml2,CVE-2008-4225,expanded_advisory_event,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,1,security,tree.c,.c,8543.0,248133.0,0.18079014077127992,0.620185233984475,0.2503804284209294,0.12431739834729516,0.2938223508952583,9.052984561199976,12.42172420180608
22,libxml2,CVE-2008-4225,expanded_advisory_event,c6167cf3b9acf4b050e0b73c30019ab60d8e3393,0,bugfix,xmllint.c,.c,3025.0,104196.0,0.1768110100195785,0.6262585419511162,0.2271074380165289,0.16311770557039793,0.2951728372133847,8.014996894348302,11.554038617099993
23,libxml2,CVE-2008-4226,expanded_advisory_event,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,1,security,tree.c,.c,8543.0,248133.0,0.18079014077127992,0.620185233984475,0.2503804284209294,0.12431739834729516,0.2938223508952583,9.052984561199976,12.42172420180608
23,libxml2,CVE-2008-4226,expanded_advisory_event,d936c4503c7429967586376c68964ce928b94859,0,bugfix,xmllint.c,.c,3025.0,104196.0,0.1768110100195785,0.6262585419511162,0.2271074380165289,0.16311770557039793,0.2951728372133847,8.014996894348302,11.554038617099993
24,libxml2,CVE-2008-4225,expanded_advisory_event,1dc9feb00fd3bce5967304dcb388ea3ba7e964e6,1,security,parser.c,.c,13069.0,400849.0,0.18953770621855112,0.6018554621282491,0.21302318463539674,0.21072170755913824,0.29328914511984844,9.478074806618269,12.901342571471098
24,libxml2,CVE-2008-4225,expanded_advisory_event,44947afba0ded433c6f4ffc10ee646c4b267f2b7,0,bugfix,xpath.c,.c,13132.0,411112.0,0.17935501761077274,0.6068839724033773,0.2105543710021322,0.2161131882984307,0.292541092172838,9.48288342558516,12.926623394862274
