repo,snapshot_tag,snapshot_date,event_id,event_observation_id,event_published,event_date_source,severity_band,severity_score,severity_label,severity_source,ground_truth_source,ground_truth_source_family,ground_truth_aliases,fixed_commit,commit_subject,case_file,control_file,changed_source_files_count,changed_source_files_sample,review_decision,review_notes
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-7407,curl:curl-7_50_0:CVE-2017-7407,2017-04-03T08:00:00+00:00,nvd_published+osv_published,all,2.4,MEDIUM,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,reference_plus_range,CURL-CVE-2017-7407;CVE-2017-7407,1890d59905414ab84a35892b2e45833654aa5c13,tool_writeout: fixed a buffer read overrun on --write-out,src/tool_writeout.c,lib/getinfo.c,1,src/tool_writeout.c,,
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-7468,curl:curl-7_50_0:CVE-2017-7468,2017-04-19T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2017-7468;CVE-2017-7468,33cfcfd9f0378625d3bddbd2c8ac5aad4b646f26,TLS: Fix switching off SSL session id when client cert is used,lib/vtls/axtls.c,lib/vauth/digest.c,12,lib/url.c;lib/urldata.h;lib/vtls/axtls.c;lib/vtls/cyassl.c;lib/vtls/darwinssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/polarssl.c,,
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-8816,curl:curl-7_50_0:CVE-2017-8816,2017-11-29T08:00:00+00:00,osv_published,all,9.8,CRITICAL,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2017-8816;CVE-2017-8816,7f2a1df6f5fc598750b2c6f34465c8d924db28cc,ntlm: avoid integer overflow for malloc size,lib/curl_ntlm_core.c,lib/http_proxy.c,1,lib/curl_ntlm_core.c,,
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2017-8817,curl:curl-7_50_0:CVE-2017-8817,2017-11-29T08:00:00+00:00,osv_published,all,9.8,CRITICAL,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2017-8817;CVE-2017-8817,0b664ba968437715819bfe4c7ada5679d16ebbc3,wildcardmatch: fix heap buffer overflow in setcharset,lib/curl_fnmatch.c,src/tool_formparse.c,1,lib/curl_fnmatch.c,,
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2018-0500,curl:curl-7_50_0:CVE-2018-0500,2018-07-11T08:00:00+00:00,nvd_published+osv_published,all,9.8,CRITICAL,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2018-0500;CVE-2018-0500,ba1dbd78e5f1ed67c1b8d37ac89d90e5e330b628,smtp: use the upload buffer size for scratch buffer malloc,lib/smtp.c,lib/formdata.c,1,lib/smtp.c,,
curl,curl-7_50_0,2016-07-21T08:53:38+00:00,CVE-2018-1000300,curl:curl-7_50_0:CVE-2018-1000300,2018-05-16T08:00:00+00:00,osv_published,all,9.8,CRITICAL,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2018-1000300;CVE-2018-1000300,583b42cb3b809b1bf597af160468ccba728c2248,pingpong: fix response cache memcpy overflow,lib/pingpong.c,src/tool_paramhlp.c,1,lib/pingpong.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2018-16840,curl:curl-7_61_1:CVE-2018-16840,2018-10-31T08:00:00+00:00,nvd_published+osv_published,all,9.8,CRITICAL,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2018-16840;CVE-2018-16840,81d135d67155c5295b1033679c606165d4e28f3f,Curl_close: clear data->multi_easy on free to avoid use-after-free,lib/url.c,lib/ftp.c,1,lib/url.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2018-16842,curl:curl-7_61_1:CVE-2018-16842,2018-10-31T08:00:00+00:00,nvd_published+osv_published,all,9.1,CRITICAL,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2018-16842;CVE-2018-16842,d530e92f59ae9bb2d47066c3c460b25d2ffeb211,voutf: fix bad arethmetic when outputting warnings to stderr,src/tool_msgs.c,lib/psl.c,1,src/tool_msgs.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-15601,curl:curl-7_61_1:CVE-2019-15601,2020-01-06T09:05:37+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2019-15601,1b71bc532bde8621fd3260843f8197182a467ff2,"file: on Windows, refuse paths that start with \\",lib/file.c,lib/pingpong.c,1,lib/file.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-3823,curl:curl-7_61_1:CVE-2019-3823,2019-02-06T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2019-3823;CVE-2019-3823,39df4073e5413fcdbb5a38da0c1ce6f1c0ceb484,smtp: avoid risk of buffer overflow in strtol,lib/smtp.c,lib/telnet.c,1,lib/smtp.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-5436,curl:curl-7_61_1:CVE-2019-5436,2019-05-22T08:00:00+00:00,osv_published,all,7.8,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2019-5436;CVE-2019-5436,2576003415625d7b5f0e390902f8097830b82275,tftp: use the current blksize for recvfrom(),lib/tftp.c,lib/pop3.c,1,lib/tftp.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2019-5481,curl:curl-7_61_1:CVE-2019-5481,2019-09-11T08:00:00+00:00,osv_published,all,9.8,CRITICAL,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2019-5481;CVE-2019-5481,9069838b30fb3b48af0123e39f664cea683254a5,security:read_data fix bad realloc(),lib/security.c,lib/select.c,1,lib/security.c,,
curl,curl-7_61_1,2018-09-04T21:49:50+00:00,CVE-2020-8177,curl:curl-7_61_1:CVE-2020-8177,2020-06-24T08:00:00+00:00,osv_published,all,7.8,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2020-8177;CVE-2020-8177,8236aba58542c5f89f1d41ca09d84579efb05e22,tool_getparam: -i is not OK if -J is used,src/tool_cb_hdr.c,lib/dict.c,2,src/tool_cb_hdr.c;src/tool_getparam.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8284,curl:curl-7_73_0:CVE-2020-8284,2020-12-09T08:00:00+00:00,osv_published,all,3.7,LOW,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2020-8284;CVE-2020-8284,ec9cc725d598ac77de7b6df8afeec292b3c8ad46,ftp: CURLOPT_FTP_SKIP_PASV_IP by default,lib/url.c,src/tool_getparam.c,2,lib/url.c;src/tool_cfgable.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8285,curl:curl-7_73_0:CVE-2020-8285,2020-12-09T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2020-8285;CVE-2020-8285,69a358f2186e04cf44698b5100332cbf1ee7f01d,ftp: make wc_statemach loop instead of recurse,lib/ftp.c,lib/setopt.c,1,lib/ftp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2020-8286,curl:curl-7_73_0:CVE-2020-8286,2020-12-09T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2020-8286;CVE-2020-8286,d9d01672785b8ac04aab1abb6de95fe3072ae199,openssl: make the OCSP verification verify the certificate id,lib/vtls/openssl.c,lib/vssh/libssh2.c,1,lib/vtls/openssl.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22890,curl:curl-7_73_0:CVE-2021-22890,2021-03-31T08:00:00+00:00,osv_published,all,3.7,LOW,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2021-22890;CVE-2021-22890,b09c8ee15771c614c4bf3ddac893cdb12187c844,vtls: add 'isproxy' argument to Curl_ssl_get/addsessionid(),lib/vtls/bearssl.c,lib/vquic/quiche.c,10,lib/vtls/bearssl.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/openssl.c;lib/vtls/schannel.c;lib/vtls/sectransp.c;lib/vtls/vtls.c;lib/vtls/vtls.h;lib/vtls/wolfssl.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22897,curl:curl-7_73_0:CVE-2021-22897,2021-05-26T08:00:00+00:00,nvd_published+osv_published,all,5.3,MEDIUM,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2021-22897;CVE-2021-22897,bbb71507b7bab52002f9b1e0880bed6a32834511,schannel: don't use static to store selected ciphers,lib/vtls/schannel.h,include/curl/easy.h,2,lib/vtls/schannel.c;lib/vtls/schannel.h,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22898,curl:curl-7_73_0:CVE-2021-22898,2021-05-26T08:00:00+00:00,nvd_published+osv_published,all,3.1,MEDIUM,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2021-22898;CVE-2021-22898,39ce47f219b09c380b81f89fe54ac586c8db6bde,telnet: check sscanf() for correct number of matches,lib/telnet.c,lib/tftp.c,1,lib/telnet.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22901,curl:curl-7_73_0:CVE-2021-22901,2021-05-26T08:00:00+00:00,nvd_published+osv_published,all,8.1,HIGH,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CURL-CVE-2021-22901;CVE-2021-22901,7f4a9a9b2a49547eae24d2e19bc5c346e9026479,openssl: associate/detach the transfer from connection,lib/multi.c,lib/http2.c,13,lib/multi.c;lib/vtls/gskit.c;lib/vtls/gtls.c;lib/vtls/mbedtls.c;lib/vtls/mesalink.c;lib/vtls/nss.c;lib/vtls/openssl.c;lib/vtls/rustls.c;lib/vtls/schannel.c;lib/vtls/sectransp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22946,curl:curl-7_73_0:CVE-2021-22946,2021-09-15T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2021-22946;CVE-2021-22946,364f174724ef115c63d5e5dc1d3342c8a43b1cca,"ftp,imap,pop3: do not ignore --ssl-reqd",lib/imap.c,lib/connect.c,3,lib/ftp.c;lib/imap.c;lib/pop3.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2021-22947,curl:curl-7_73_0:CVE-2021-22947,2021-09-15T08:00:00+00:00,osv_published,all,5.9,MEDIUM,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2021-22947;CVE-2021-22947,8ef147c43646e91fdaad5d0e7b60351f842e5c68,"ftp,imap,pop3,smtp: reject STARTTLS server response pipelining",lib/smtp.c,lib/easy.c,4,lib/ftp.c;lib/imap.c;lib/pop3.c;lib/smtp.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27776,curl:curl-7_73_0:CVE-2022-27776,2022-04-27T08:00:00+00:00,osv_published,all,6.5,MEDIUM,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2022-27776;CVE-2022-27776,6e659993952aa5f90f48864be84a1bbb047fc258,http: avoid auth/cookie on redirects same host diff port,lib/http.c,lib/hostip.c,2,lib/http.c;lib/urldata.h,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27778,curl:curl-7_73_0:CVE-2022-27778,2022-05-11T08:00:00+00:00,osv_published,all,8.1,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2022-27778;CVE-2022-27778,8c7ee9083d0d719d0a77ab20d9cc2ae84eeea7f3,post_per_transfer: remove the updated file name,src/tool_operate.c,lib/ftplistparser.c,1,src/tool_operate.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27779,curl:curl-7_73_0:CVE-2022-27779,2022-05-11T08:00:00+00:00,osv_published,all,,MEDIUM,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2022-27779;CVE-2022-27779,7e92d12b4e6911f424678a133b19de670e183a59,cookies: make bad_domain() not consider a trailing dot fine,lib/cookie.c,lib/socks.c,1,lib/cookie.c,,
curl,curl-7_73_0,2020-10-14T05:50:16+00:00,CVE-2022-27782,curl:curl-7_73_0:CVE-2022-27782,2022-05-11T08:00:00+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,CURL-CVE-2022-27782;CVE-2022-27782,1645e9b44505abd5cbaf65da5282c3f33b5924a5,url: check SSH config match on connection reuse,lib/vssh/ssh.h,packages/vms/curlmsg.h,2,lib/url.c;lib/vssh/ssh.h,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-11168,django-django:4.2.4:CVE-2024-11168,2024-12-03T08:50:11+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2024-11168,f663277a4c22ef96cbdebfd0ed76155b9d37b4f8,[4.2.x] Refs CVE-2024-11168 -- Updated vendored _urlsplit() to properly validate IPv6 and IPvFuture addresses.,django/utils/http.py,django/utils/functional.py,1,django/utils/http.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41989,django-django:4.2.4:CVE-2024-41989,2024-08-07T15:15:56+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,BIT-DJANGO-2024-41989;CVE-2024-41989;GHSA-JH75-99HH-QVX9;PYSEC-2024-67,fc76660f589ac07e45e9cd34ccb8087aeb11904b,[4.2.x] Fixed CVE-2024-41989 -- Prevented excessive memory consumption in floatformat.,django/template/defaultfilters.py,django/http/multipartparser.py,1,django/template/defaultfilters.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-41990,django-django:4.2.4:CVE-2024-41990,2024-08-07T15:15:56+00:00,osv_published,all,7.5,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,BIT-DJANGO-2024-41990;CVE-2024-41990;GHSA-795C-9XPC-XW6G;PYSEC-2024-68,d0a82e26a74940bf0c78204933c3bdd6a283eb88,[4.2.x] Fixed CVE-2024-41990 -- Mitigated potential DoS in urlize and urlizetrunc template filters.,django/utils/html.py,django/utils/text.py,1,django/utils/html.py,,
django-django,4.2.4,2023-08-01T16:59:48+00:00,CVE-2024-42005,django-django:4.2.4:CVE-2024-42005,2024-08-07T15:15:56+00:00,osv_published,all,7.3,HIGH,osv_severity,explicit_id+osv_range,explicit_plus_range,BIT-DJANGO-2024-42005;CVE-2024-42005;GHSA-PV4P-CWWG-4RPH;PYSEC-2024-70,f4af67b9b41e0f4c117a8741da3abbd1c869ab28,[4.2.x] Fixed CVE-2024-42005 -- Mitigated QuerySet.values() SQL injection attacks against JSON fields.,django/db/models/sql/query.py,django/db/models/fields/__init__.py,1,django/db/models/sql/query.py,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2315,git:v2.0.0-rc0:CVE-2016-2315,2016-04-08T14:59:01+00:00,nvd_published,all,9.8,CRITICAL,nvd_metrics,nvd_ref,reference_only,CVE-2016-2315,34fa79a6cde56d6d428ab0d3160cb094ebad3305,prefer memcpy to strcpy,compat/nedmalloc/nedmalloc.c,compat/poll/poll.c,3,compat/nedmalloc/nedmalloc.c;fast-import.c;revision.c,,
git,v2.0.0-rc0,2014-04-18T18:21:43+00:00,CVE-2016-2324,git:v2.0.0-rc0:CVE-2016-2324,2016-04-08T14:59:02+00:00,nvd_published,all,9.8,CRITICAL,nvd_metrics,nvd_ref,reference_only,CVE-2016-2324,de1e67d0703894cb6ea782e36abb63976ab07e60,list-objects: pass full pathname to callbacks,builtin/pack-objects.c,builtin/blame.c,9,builtin/pack-objects.c;builtin/rev-list.c;list-objects.c;list-objects.h;pack-bitmap-write.c;pack-bitmap.c;reachable.c;revision.c;revision.h,,
git,v2.8.2,2016-04-29T21:19:11+00:00,CVE-2011-2192,git:v2.8.2:CVE-2011-2192,2016-09-30T03:39:23+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2011-2192,26a7b2342980f2eb46b47122d1d6dfbf13ed4ccb,http: control GSSAPI credential delegation,http.c,http-push.c,1,http.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2018-17456,git:v2.13.7:CVE-2018-17456,2018-10-06T14:29:00+00:00,nvd_published+osv_published,all,9.8,CRITICAL,nvd_metrics+osv_severity,nvd_ref+osv_range+osv_ref,reference_plus_range,CVE-2018-17456,a124133e1e6ab5c7a9fef6d0e6bcb084e3455b46,fsck: detect submodule urls starting with dash,fsck.c,log-tree.c,1,fsck.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1348,git:v2.13.7:CVE-2019-1348,2020-01-24T22:15:19+00:00,osv_published,all,3.3,LOW,osv_severity,explicit_id+osv_range,explicit_plus_range,CVE-2019-1348,68061e3470210703cb15594194718d35094afdc0,"fast-import: disallow ""feature export-marks"" by default",fast-import.c,revision.c,2,fast-import.c;transport-helper.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1349,git:v2.13.7:CVE-2019-1349,2019-12-04T12:20:05+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2019-1349,0060fd1511b94c918928fa3708f69a3f33895a4a,clone --recurse-submodules: prevent name squatting on Windows,builtin/clone.c,builtin/update-index.c,2,builtin/clone.c;builtin/submodule--helper.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1350,git:v2.13.7:CVE-2019-1350,2019-12-05T14:36:51+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2019-1350,6d8684161ee9c03bed5cb69ae76dfdddb85a0003,mingw: fix quoting of arguments,compat/mingw.c,sha1dc/sha1.c,1,compat/mingw.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1352,git:v2.13.7:CVE-2019-1352,2019-12-05T14:36:50+00:00,fixed_commit_epoch,all,,UNKNOWN,unavailable,explicit_id,explicit_only,CVE-2019-1352,7c3745fc6185495d5765628b4dfe1bd2c25a2981,path: safeguard `.git` against NTFS Alternate Streams Accesses,path.c,daemon.c,1,path.c,,
git,v2.13.7,2018-05-22T04:50:36+00:00,CVE-2019-1353,git:v2.13.7:CVE-2019-1353,2020-01-24T22:15:19+00:00,osv_published,all,9.8,CRITICAL,osv_severity,explicit_id+osv_range,explicit_plus_range,CVE-2019-1353,9102f958ee5254b10c0be72672aa3305bf4f4704,protect_ntfs: turn on NTFS protection by default,environment.c,userdiff.c,1,environment.c,,
jq,jq-1.7rc1,2023-07-30T02:28:38+00:00,CVE-2023-50246,jq:jq-1.7rc1:CVE-2023-50246,2023-12-13T20:43:50+00:00,nvd_published+osv_published,all,6.2,MEDIUM,nvd_metrics+osv_severity,explicit_id+nvd_ref+osv_range+osv_ref,explicit_plus_reference_plus_range,CVE-2023-50246;GHSA-686W-5M7M-54VC,71c2ab509a8628dbbad4bc7b3f98a64aa90d3297,Merge pull request from GHSA-686w-5m7m-54vc,src/jv.c,src/compile.c,1,src/jv.c,,
